aa_eleicao;nm_pais;nm_regiao;sg_uf;nm_municipio;ds_tipo_deficiencia;qt_eleitor_apto;qt_eleitor_comp;qt_eleitor_abstencao
2022;Brasil;NORDESTE;BA;ALCOBAÇA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;1;1;0
2022;Brasil;NORDESTE;BA;ALCOBAÇA;OUTROS;19;14;5
2022;Brasil;NORDESTE;BA;ALMADINA;DEFICIÊNCIA AUDITIVA;4;4;0
2022;Brasil;NORDESTE;BA;ALMADINA;DEFICIÊNCIA DE LOCOMOÇÃO;8;4;4
2022;Brasil;NORDESTE;BA;ALMADINA;DEFICIÊNCIA VISUAL;7;5;2
2022;Brasil;NORDESTE;BA;ALMADINA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;2;0;2
2022;Brasil;NORDESTE;BA;ALMADINA;OUTROS;8;6;2
2022;Brasil;NORDESTE;BA;AMARGOSA;DEFICIÊNCIA AUDITIVA;9;8;1
2022;Brasil;NORDESTE;BA;AMARGOSA;DEFICIÊNCIA DE LOCOMOÇÃO;17;13;4
2022;Brasil;NORDESTE;BA;AMARGOSA;DEFICIÊNCIA VISUAL;7;5;2
2022;Brasil;NORDESTE;BA;AMARGOSA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;4;1;3
2022;Brasil;NORDESTE;BA;AMARGOSA;OUTROS;22;17;5
2022;Brasil;NORDESTE;BA;AMÉLIA RODRIGUES;DEFICIÊNCIA AUDITIVA;8;7;1
2022;Brasil;NORDESTE;BA;AMÉLIA RODRIGUES;DEFICIÊNCIA DE LOCOMOÇÃO;17;12;5
2022;Brasil;NORDESTE;BA;AMÉLIA RODRIGUES;DEFICIÊNCIA VISUAL;11;7;4
2022;Brasil;NORDESTE;BA;AMÉLIA RODRIGUES;DIFICULDADE PARA O EXERCÍCIO DO VOTO;3;0;3
2022;Brasil;NORDESTE;BA;AMÉLIA RODRIGUES;OUTROS;43;28;15
2022;Brasil;NORDESTE;BA;AMÉRICA DOURADA;DEFICIÊNCIA AUDITIVA;3;2;1
2022;Brasil;NORDESTE;BA;AMÉRICA DOURADA;DEFICIÊNCIA DE LOCOMOÇÃO;13;10;3
2022;Brasil;NORDESTE;BA;AMÉRICA DOURADA;DEFICIÊNCIA VISUAL;6;6;0
2022;Brasil;NORDESTE;BA;AMÉRICA DOURADA;OUTROS;13;9;4
2022;Brasil;NORDESTE;BA;ANAGÉ;DEFICIÊNCIA AUDITIVA;41;28;13
2022;Brasil;NORDESTE;BA;ANAGÉ;DEFICIÊNCIA DE LOCOMOÇÃO;33;25;8
2022;Brasil;NORDESTE;BA;ANAGÉ;DEFICIÊNCIA VISUAL;39;21;18
2022;Brasil;NORDESTE;BA;ANAGÉ;OUTROS;70;50;20
2022;Brasil;NORDESTE;BA;ANDARAÍ;DEFICIÊNCIA AUDITIVA;3;2;1
2022;Brasil;NORDESTE;BA;ANDARAÍ;DEFICIÊNCIA DE LOCOMOÇÃO;10;8;2
2022;Brasil;NORDESTE;BA;ANDARAÍ;DEFICIÊNCIA VISUAL;5;5;0
2022;Brasil;NORDESTE;BA;ANDARAÍ;DIFICULDADE PARA O EXERCÍCIO DO VOTO;1;1;0
2022;Brasil;NORDESTE;BA;ANDARAÍ;OUTROS;5;2;3
2022;Brasil;NORDESTE;BA;ANDORINHA;DEFICIÊNCIA AUDITIVA;4;4;0
2022;Brasil;NORDESTE;BA;ANDORINHA;DEFICIÊNCIA DE LOCOMOÇÃO;8;8;0
2022;Brasil;NORDESTE;BA;ANDORINHA;DEFICIÊNCIA VISUAL;16;13;3
2022;Brasil;NORDESTE;BA;ANDORINHA;OUTROS;15;11;4
2022;Brasil;NORDESTE;BA;ANGICAL;DEFICIÊNCIA AUDITIVA;3;3;0
2022;Brasil;NORDESTE;BA;ANGICAL;DEFICIÊNCIA DE LOCOMOÇÃO;13;7;6
2022;Brasil;NORDESTE;BA;ANGICAL;DEFICIÊNCIA VISUAL;13;8;5
2022;Brasil;NORDESTE;BA;ANGICAL;OUTROS;21;15;6
2022;Brasil;NORDESTE;BA;ANGUERA;DEFICIÊNCIA AUDITIVA;2;2;0
2022;Brasil;NORDESTE;BA;ANGUERA;DEFICIÊNCIA DE LOCOMOÇÃO;10;9;1
2022;Brasil;NORDESTE;BA;ANGUERA;DEFICIÊNCIA VISUAL;6;3;3
2022;Brasil;NORDESTE;BA;ANGUERA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;1;0;1
2022;Brasil;NORDESTE;BA;ANGUERA;OUTROS;20;15;5
2022;Brasil;NORDESTE;BA;ANTAS;DEFICIÊNCIA DE LOCOMOÇÃO;4;4;0
2022;Brasil;NORDESTE;BA;ANTAS;DIFICULDADE PARA O EXERCÍCIO DO VOTO;6;0;6
2022;Brasil;NORDESTE;BA;ANTAS;OUTROS;7;6;1
2022;Brasil;NORDESTE;BA;ANTÔNIO CARDOSO;DEFICIÊNCIA AUDITIVA;7;4;3
2022;Brasil;NORDESTE;BA;ANTÔNIO CARDOSO;DEFICIÊNCIA DE LOCOMOÇÃO;15;9;6
2022;Brasil;NORDESTE;BA;ANTÔNIO CARDOSO;DEFICIÊNCIA VISUAL;5;1;4
2022;Brasil;NORDESTE;BA;ANTÔNIO CARDOSO;DIFICULDADE PARA O EXERCÍCIO DO VOTO;14;5;9
2022;Brasil;NORDESTE;BA;ANTÔNIO CARDOSO;OUTROS;31;24;7
2022;Brasil;NORDESTE;BA;ANTÔNIO GONÇALVES;DEFICIÊNCIA AUDITIVA;7;7;0
2022;Brasil;NORDESTE;BA;ANTÔNIO GONÇALVES;DEFICIÊNCIA DE LOCOMOÇÃO;24;17;7
2022;Brasil;NORDESTE;BA;ANTÔNIO GONÇALVES;DEFICIÊNCIA VISUAL;16;12;4
2022;Brasil;NORDESTE;BA;ANTÔNIO GONÇALVES;OUTROS;13;9;4
2022;Brasil;NORDESTE;BA;APORÁ;DEFICIÊNCIA AUDITIVA;27;16;11
2022;Brasil;NORDESTE;BA;APORÁ;DEFICIÊNCIA DE LOCOMOÇÃO;71;35;36
2022;Brasil;NORDESTE;BA;APORÁ;DEFICIÊNCIA VISUAL;39;19;20
2022;Brasil;NORDESTE;BA;APORÁ;DIFICULDADE PARA O EXERCÍCIO DO VOTO;4;0;4
2022;Brasil;NORDESTE;BA;APORÁ;OUTROS;76;51;25
2022;Brasil;NORDESTE;BA;APUAREMA;DEFICIÊNCIA AUDITIVA;5;3;2
2022;Brasil;NORDESTE;BA;APUAREMA;DEFICIÊNCIA DE LOCOMOÇÃO;4;2;2
2022;Brasil;NORDESTE;BA;APUAREMA;DEFICIÊNCIA VISUAL;6;6;0
2022;Brasil;NORDESTE;BA;APUAREMA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;1;0;1
2022;Brasil;NORDESTE;BA;APUAREMA;OUTROS;15;8;7
2022;Brasil;NORDESTE;BA;ARACATU;DEFICIÊNCIA DE LOCOMOÇÃO;5;5;0
2022;Brasil;NORDESTE;BA;ARACATU;DEFICIÊNCIA VISUAL;14;11;3
2022;Brasil;NORDESTE;BA;ARACATU;DIFICULDADE PARA O EXERCÍCIO DO VOTO;1;1;0
2022;Brasil;NORDESTE;BA;ARACATU;OUTROS;10;10;0
2022;Brasil;NORDESTE;BA;ARACI;DEFICIÊNCIA AUDITIVA;16;13;3
2022;Brasil;NORDESTE;BA;ARACI;DEFICIÊNCIA DE LOCOMOÇÃO;16;12;4
2022;Brasil;NORDESTE;BA;ARACI;DEFICIÊNCIA VISUAL;23;18;5
2022;Brasil;NORDESTE;BA;ARACI;DIFICULDADE PARA O EXERCÍCIO DO VOTO;1;1;0
2022;Brasil;NORDESTE;BA;ARACI;OUTROS;36;28;8
2022;Brasil;NORDESTE;BA;ARAMARI;DEFICIÊNCIA AUDITIVA;4;3;1
2022;Brasil;NORDESTE;BA;ARAMARI;DEFICIÊNCIA DE LOCOMOÇÃO;9;5;4
2022;Brasil;NORDESTE;BA;ARAMARI;DEFICIÊNCIA VISUAL;4;4;0
2022;Brasil;NORDESTE;BA;ARAMARI;DIFICULDADE PARA O EXERCÍCIO DO VOTO;4;2;2
2022;Brasil;NORDESTE;BA;ARAMARI;OUTROS;9;6;3
2022;Brasil;NORDESTE;BA;ARATACA;DEFICIÊNCIA AUDITIVA;1;1;0
2022;Brasil;NORDESTE;BA;ARATACA;DEFICIÊNCIA DE LOCOMOÇÃO;3;2;1
2022;Brasil;NORDESTE;BA;ARATACA;DEFICIÊNCIA VISUAL;7;5;2
2022;Brasil;NORDESTE;BA;ARATACA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;1;1;0
2022;Brasil;NORDESTE;BA;ARATACA;OUTROS;14;9;5
2022;Brasil;NORDESTE;BA;ARATUÍPE;DEFICIÊNCIA AUDITIVA;3;2;1
2022;Brasil;NORDESTE;BA;ARATUÍPE;DEFICIÊNCIA DE LOCOMOÇÃO;6;3;3
2022;Brasil;NORDESTE;BA;ARATUÍPE;DEFICIÊNCIA VISUAL;8;2;6
2022;Brasil;NORDESTE;BA;ARATUÍPE;OUTROS;16;11;5
2022;Brasil;NORDESTE;BA;ARAÇÁS;DEFICIÊNCIA AUDITIVA;7;5;2
2022;Brasil;NORDESTE;BA;ARAÇÁS;DEFICIÊNCIA DE LOCOMOÇÃO;17;10;7
2022;Brasil;NORDESTE;BA;ARAÇÁS;DEFICIÊNCIA VISUAL;13;9;4
2022;Brasil;NORDESTE;BA;ARAÇÁS;OUTROS;17;14;3
2022;Brasil;NORDESTE;BA;AURELINO LEAL;DEFICIÊNCIA AUDITIVA;6;5;1
2022;Brasil;NORDESTE;BA;AURELINO LEAL;DEFICIÊNCIA DE LOCOMOÇÃO;27;10;17
2022;Brasil;NORDESTE;BA;AURELINO LEAL;DEFICIÊNCIA VISUAL;12;8;4
2022;Brasil;NORDESTE;BA;AURELINO LEAL;DIFICULDADE PARA O EXERCÍCIO DO VOTO;1;0;1
2022;Brasil;NORDESTE;BA;AURELINO LEAL;OUTROS;15;4;11
2022;Brasil;NORDESTE;BA;BAIANÓPOLIS;DEFICIÊNCIA AUDITIVA;10;4;6
2022;Brasil;NORDESTE;BA;BAIANÓPOLIS;DEFICIÊNCIA DE LOCOMOÇÃO;18;9;9
2022;Brasil;NORDESTE;BA;BAIANÓPOLIS;DEFICIÊNCIA VISUAL;13;6;7
2022;Brasil;NORDESTE;BA;BAIANÓPOLIS;OUTROS;43;24;19
2022;Brasil;NORDESTE;BA;BAIXA GRANDE;DEFICIÊNCIA AUDITIVA;38;23;15
2022;Brasil;NORDESTE;BA;BAIXA GRANDE;DEFICIÊNCIA DE LOCOMOÇÃO;35;26;9
2022;Brasil;NORDESTE;BA;BAIXA GRANDE;DEFICIÊNCIA VISUAL;57;35;22
2022;Brasil;NORDESTE;BA;BAIXA GRANDE;DIFICULDADE PARA O EXERCÍCIO DO VOTO;1;0;1
2022;Brasil;NORDESTE;BA;BAIXA GRANDE;OUTROS;32;22;10
2022;Brasil;NORDESTE;BA;BANZAÊ;DEFICIÊNCIA AUDITIVA;8;6;2
2022;Brasil;NORDESTE;BA;BANZAÊ;DEFICIÊNCIA DE LOCOMOÇÃO;9;6;3
2022;Brasil;NORDESTE;BA;BANZAÊ;DEFICIÊNCIA VISUAL;11;7;4
2022;Brasil;NORDESTE;BA;BANZAÊ;DIFICULDADE PARA O EXERCÍCIO DO VOTO;3;0;3
2022;Brasil;NORDESTE;BA;BANZAÊ;OUTROS;12;7;5
2022;Brasil;NORDESTE;BA;BARRA;DEFICIÊNCIA AUDITIVA;37;31;6
2022;Brasil;NORDESTE;BA;BARRA;DEFICIÊNCIA DE LOCOMOÇÃO;102;55;47
2022;Brasil;NORDESTE;BA;BARRA;DEFICIÊNCIA VISUAL;87;44;43
2022;Brasil;NORDESTE;BA;BARRA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;3;0;3
2022;Brasil;NORDESTE;BA;BARRA;OUTROS;216;137;79
2022;Brasil;NORDESTE;BA;BARRA DA ESTIVA;DEFICIÊNCIA AUDITIVA;6;4;2
2022;Brasil;NORDESTE;BA;BARRA DA ESTIVA;DEFICIÊNCIA DE LOCOMOÇÃO;46;29;17
2022;Brasil;NORDESTE;BA;BARRA DA ESTIVA;DEFICIÊNCIA VISUAL;23;9;14
2022;Brasil;NORDESTE;BA;BARRA DA ESTIVA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;50;31;19
2022;Brasil;NORDESTE;BA;BARRA DA ESTIVA;OUTROS;66;51;15
2022;Brasil;NORDESTE;BA;BARRA DO CHOÇA;DEFICIÊNCIA AUDITIVA;17;13;4
2022;Brasil;NORDESTE;BA;BARRA DO CHOÇA;DEFICIÊNCIA DE LOCOMOÇÃO;42;30;12
2022;Brasil;NORDESTE;BA;BARRA DO CHOÇA;DEFICIÊNCIA VISUAL;27;14;13
2022;Brasil;NORDESTE;BA;BARRA DO CHOÇA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;19;1;18
2022;Brasil;NORDESTE;BA;BARRA DO CHOÇA;OUTROS;41;24;17
2022;Brasil;NORDESTE;BA;BARRA DO MENDES;DEFICIÊNCIA AUDITIVA;18;15;3
2022;Brasil;NORDESTE;BA;BARRA DO MENDES;DEFICIÊNCIA DE LOCOMOÇÃO;36;19;17
2022;Brasil;NORDESTE;BA;BARRA DO MENDES;DEFICIÊNCIA VISUAL;44;28;16
2022;Brasil;NORDESTE;BA;BARRA DO MENDES;DIFICULDADE PARA O EXERCÍCIO DO VOTO;1;0;1
2022;Brasil;NORDESTE;BA;BARRA DO MENDES;OUTROS;50;34;16
2022;Brasil;NORDESTE;BA;BARRA DO ROCHA;DEFICIÊNCIA AUDITIVA;2;2;0
2022;Brasil;NORDESTE;BA;BARRA DO ROCHA;DEFICIÊNCIA DE LOCOMOÇÃO;9;4;5
2022;Brasil;NORDESTE;BA;BARRA DO ROCHA;DEFICIÊNCIA VISUAL;2;0;2
2022;Brasil;NORDESTE;BA;BARRA DO ROCHA;OUTROS;13;9;4
2022;Brasil;NORDESTE;BA;BARREIRAS;DEFICIÊNCIA AUDITIVA;43;32;11
2022;Brasil;NORDESTE;BA;BARREIRAS;DEFICIÊNCIA DE LOCOMOÇÃO;96;61;35
2022;Brasil;NORDESTE;BA;BARREIRAS;DEFICIÊNCIA VISUAL;84;56;28
2022;Brasil;NORDESTE;BA;BARREIRAS;DIFICULDADE PARA O EXERCÍCIO DO VOTO;16;1;15
2022;Brasil;NORDESTE;BA;BARREIRAS;OUTROS;228;150;78
2022;Brasil;NORDESTE;BA;BARRO ALTO;DEFICIÊNCIA AUDITIVA;13;9;4
2022;Brasil;NORDESTE;BA;BARRO ALTO;DEFICIÊNCIA DE LOCOMOÇÃO;22;13;9
2022;Brasil;NORDESTE;BA;BARRO ALTO;DEFICIÊNCIA VISUAL;23;12;11
2022;Brasil;NORDESTE;BA;BARRO ALTO;DIFICULDADE PARA O EXERCÍCIO DO VOTO;7;1;6
2022;Brasil;NORDESTE;BA;BARRO ALTO;OUTROS;27;17;10
2022;Brasil;NORDESTE;BA;BARRO PRETO;DEFICIÊNCIA DE LOCOMOÇÃO;3;0;3
2022;Brasil;NORDESTE;BA;BARRO PRETO;DEFICIÊNCIA VISUAL;1;0;1
2022;Brasil;NORDESTE;BA;BARRO PRETO;OUTROS;4;3;1
2022;Brasil;NORDESTE;BA;BARROCAS;DEFICIÊNCIA AUDITIVA;15;13;2
2022;Brasil;NORDESTE;BA;BARROCAS;DEFICIÊNCIA DE LOCOMOÇÃO;18;12;6
2022;Brasil;NORDESTE;BA;BARROCAS;DEFICIÊNCIA VISUAL;29;21;8
2022;Brasil;NORDESTE;BA;BARROCAS;OUTROS;60;42;18
2022;Brasil;NORDESTE;BA;BELMONTE;DEFICIÊNCIA AUDITIVA;10;10;0
2022;Brasil;NORDESTE;BA;BELMONTE;DEFICIÊNCIA DE LOCOMOÇÃO;39;28;11
2022;Brasil;NORDESTE;BA;BELMONTE;DEFICIÊNCIA VISUAL;16;13;3
2022;Brasil;NORDESTE;BA;BELMONTE;DIFICULDADE PARA O EXERCÍCIO DO VOTO;3;1;2
2022;Brasil;NORDESTE;BA;BELMONTE;OUTROS;51;32;19
2022;Brasil;NORDESTE;BA;BELO CAMPO;DEFICIÊNCIA AUDITIVA;14;9;5
2022;Brasil;NORDESTE;BA;BELO CAMPO;DEFICIÊNCIA DE LOCOMOÇÃO;27;19;8
2022;Brasil;NORDESTE;BA;BELO CAMPO;DEFICIÊNCIA VISUAL;21;13;8
2022;Brasil;NORDESTE;BA;BELO CAMPO;OUTROS;28;15;13
2022;Brasil;NORDESTE;BA;BIRITINGA;DEFICIÊNCIA AUDITIVA;13;11;2
2022;Brasil;NORDESTE;BA;BIRITINGA;DEFICIÊNCIA DE LOCOMOÇÃO;24;12;12
2022;Brasil;NORDESTE;BA;BIRITINGA;DEFICIÊNCIA VISUAL;34;20;14
2022;Brasil;NORDESTE;BA;BIRITINGA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;2;0;2
2022;Brasil;NORDESTE;BA;BIRITINGA;OUTROS;79;45;34
2022;Brasil;NORDESTE;BA;BOA NOVA;DEFICIÊNCIA AUDITIVA;6;6;0
2022;Brasil;NORDESTE;BA;BOA NOVA;DEFICIÊNCIA DE LOCOMOÇÃO;8;2;6
2022;Brasil;NORDESTE;BA;BOA NOVA;DEFICIÊNCIA VISUAL;17;11;6
2022;Brasil;NORDESTE;BA;BOA NOVA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;8;0;8
2022;Brasil;NORDESTE;BA;BOA NOVA;OUTROS;45;30;15
2022;Brasil;NORDESTE;BA;BOA VISTA DO TUPIM;DEFICIÊNCIA AUDITIVA;4;4;0
2022;Brasil;NORDESTE;BA;BOA VISTA DO TUPIM;DEFICIÊNCIA DE LOCOMOÇÃO;12;9;3
2022;Brasil;NORDESTE;BA;BOA VISTA DO TUPIM;DEFICIÊNCIA VISUAL;7;5;2
2022;Brasil;NORDESTE;BA;BOA VISTA DO TUPIM;DIFICULDADE PARA O EXERCÍCIO DO VOTO;1;1;0
2022;Brasil;NORDESTE;BA;BOA VISTA DO TUPIM;OUTROS;18;14;4
2022;Brasil;NORDESTE;BA;BOM JESUS DA LAPA;DEFICIÊNCIA AUDITIVA;11;9;2
2022;Brasil;NORDESTE;BA;BOM JESUS DA LAPA;DEFICIÊNCIA DE LOCOMOÇÃO;26;20;6
2022;Brasil;NORDESTE;BA;BOM JESUS DA LAPA;DEFICIÊNCIA VISUAL;20;12;8
2022;Brasil;NORDESTE;BA;BOM JESUS DA LAPA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;2;0;2
2022;Brasil;NORDESTE;BA;BOM JESUS DA LAPA;OUTROS;42;34;8
2022;Brasil;NORDESTE;BA;BOM JESUS DA SERRA;DEFICIÊNCIA AUDITIVA;11;8;3
2022;Brasil;NORDESTE;BA;BOM JESUS DA SERRA;DEFICIÊNCIA DE LOCOMOÇÃO;21;17;4
2022;Brasil;NORDESTE;BA;BOM JESUS DA SERRA;DEFICIÊNCIA VISUAL;9;7;2
2022;Brasil;NORDESTE;BA;BOM JESUS DA SERRA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;11;0;11
2022;Brasil;NORDESTE;BA;BOM JESUS DA SERRA;OUTROS;40;21;19
2022;Brasil;NORDESTE;BA;BONINAL;DEFICIÊNCIA AUDITIVA;2;1;1
2022;Brasil;NORDESTE;BA;BONINAL;DEFICIÊNCIA DE LOCOMOÇÃO;4;2;2
2022;Brasil;NORDESTE;BA;BONINAL;DEFICIÊNCIA VISUAL;9;8;1
2022;Brasil;NORDESTE;BA;BONINAL;OUTROS;11;7;4
2022;Brasil;NORDESTE;BA;BONITO;DEFICIÊNCIA AUDITIVA;11;10;1
2022;Brasil;NORDESTE;BA;BONITO;DEFICIÊNCIA DE LOCOMOÇÃO;13;11;2
2022;Brasil;NORDESTE;BA;BONITO;DEFICIÊNCIA VISUAL;11;10;1
2022;Brasil;NORDESTE;BA;BONITO;DIFICULDADE PARA O EXERCÍCIO DO VOTO;1;0;1
2022;Brasil;NORDESTE;BA;BONITO;OUTROS;34;28;6
2022;Brasil;NORDESTE;BA;BOQUIRA;DEFICIÊNCIA AUDITIVA;1;1;0
2022;Brasil;NORDESTE;BA;BOQUIRA;DEFICIÊNCIA DE LOCOMOÇÃO;5;4;1
2022;Brasil;NORDESTE;BA;BOQUIRA;DEFICIÊNCIA VISUAL;12;5;7
2022;Brasil;NORDESTE;BA;BOQUIRA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;2;1;1
2022;Brasil;NORDESTE;BA;BOQUIRA;OUTROS;13;9;4
2022;Brasil;NORDESTE;BA;BOTUPORÃ;DEFICIÊNCIA AUDITIVA;1;1;0
2022;Brasil;NORDESTE;BA;BOTUPORÃ;DEFICIÊNCIA DE LOCOMOÇÃO;2;1;1
2022;Brasil;NORDESTE;BA;BOTUPORÃ;DEFICIÊNCIA VISUAL;13;6;7
2022;Brasil;NORDESTE;BA;BOTUPORÃ;OUTROS;17;15;2
2022;Brasil;NORDESTE;BA;BREJOLÂNDIA;DEFICIÊNCIA AUDITIVA;7;4;3
2022;Brasil;NORDESTE;BA;BREJOLÂNDIA;DEFICIÊNCIA DE LOCOMOÇÃO;8;5;3
2022;Brasil;NORDESTE;BA;BREJOLÂNDIA;DEFICIÊNCIA VISUAL;13;9;4
2022;Brasil;NORDESTE;BA;BREJOLÂNDIA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;6;0;6
2022;Brasil;NORDESTE;BA;BREJOLÂNDIA;OUTROS;25;18;7
2022;Brasil;NORDESTE;BA;BREJÕES;DEFICIÊNCIA AUDITIVA;1;1;0
2022;Brasil;NORDESTE;BA;BREJÕES;DEFICIÊNCIA DE LOCOMOÇÃO;25;20;5
2022;Brasil;NORDESTE;BA;BREJÕES;DEFICIÊNCIA VISUAL;11;4;7
2022;Brasil;NORDESTE;BA;BREJÕES;DIFICULDADE PARA O EXERCÍCIO DO VOTO;3;0;3
2022;Brasil;NORDESTE;BA;BREJÕES;OUTROS;16;10;6
2022;Brasil;NORDESTE;BA;BROTAS DE MACAÚBAS;DEFICIÊNCIA AUDITIVA;8;5;3
2022;Brasil;NORDESTE;BA;BROTAS DE MACAÚBAS;DEFICIÊNCIA DE LOCOMOÇÃO;7;5;2
2022;Brasil;NORDESTE;BA;BROTAS DE MACAÚBAS;DEFICIÊNCIA VISUAL;7;6;1
2022;Brasil;NORDESTE;BA;BROTAS DE MACAÚBAS;DIFICULDADE PARA O EXERCÍCIO DO VOTO;1;1;0
2022;Brasil;NORDESTE;BA;BROTAS DE MACAÚBAS;OUTROS;13;8;5
2022;Brasil;NORDESTE;BA;BRUMADO;DEFICIÊNCIA AUDITIVA;7;7;0
2022;Brasil;NORDESTE;BA;BRUMADO;DEFICIÊNCIA DE LOCOMOÇÃO;13;11;2
2022;Brasil;NORDESTE;BA;BRUMADO;DEFICIÊNCIA VISUAL;16;13;3
2022;Brasil;NORDESTE;BA;BRUMADO;DIFICULDADE PARA O EXERCÍCIO DO VOTO;6;0;6
2022;Brasil;NORDESTE;BA;BRUMADO;OUTROS;37;22;15
2022;Brasil;NORDESTE;BA;BUERAREMA;DEFICIÊNCIA DE LOCOMOÇÃO;9;6;3
2022;Brasil;NORDESTE;BA;BUERAREMA;DEFICIÊNCIA VISUAL;5;4;1
2022;Brasil;NORDESTE;BA;BUERAREMA;OUTROS;8;2;6
2022;Brasil;NORDESTE;BA;BURITIRAMA;DEFICIÊNCIA AUDITIVA;9;5;4
2022;Brasil;NORDESTE;BA;BURITIRAMA;DEFICIÊNCIA DE LOCOMOÇÃO;15;8;7
2022;Brasil;NORDESTE;BA;BURITIRAMA;DEFICIÊNCIA VISUAL;23;15;8
2022;Brasil;NORDESTE;BA;BURITIRAMA;DIFICULDADE PARA O EXERCÍCIO DO VOTO;2;0;2
2022;Brasil;NORDESTE;BA;BURITIRAMA;OUTROS;39;25;14
2022;Brasil;NORDESTE;BA;CAATIBA;DEFICIÊNCIA AUDITIVA;5;4;1
2022;Brasil;NORDESTE;BA;CAATIBA;DEFICIÊNCIA DE LOCOMOÇÃO;6;5;1
2022;Brasil;NORDESTE;BA;CAATIBA;DEFICIÊNCIA VISUAL;3;3;0
2022;Brasil;NORDESTE;BA;CAATIBA;OUTROS;6;5;1
2022;Brasil;NORDESTE;BA;CABACEIRAS DO PARAGUAÇU;DEFICIÊNCIA AUDITIVA;22;11;11
2022;Brasil;NORDESTE;BA;CABACEIRAS DO PARAGUAÇU;DEFICIÊNCIA DE LOCOMOÇÃO;17;12;5
2022;Brasil;NORDESTE;BA;CABACEIRAS DO PARAGUAÇU;DEFICIÊNCIA VISUAL;14;8;6
2022;Brasil;NORDESTE;BA;CABACEIRAS DO PARAGUAÇU;DIFICULDADE PARA O EXERCÍCIO DO VOTO;1;1;0
2022;Brasil;NORDESTE;BA;CABACEIRAS DO PARAGUAÇU;OUTROS;41;33;8
2022;Brasil;NORDESTE;BA;CACHOEIRA;DEFICIÊNCIA AUDITIVA;5;4;1
2022;Brasil;NORDESTE;BA;CACHOEIRA;DEFICIÊNCIA DE LOCOMOÇÃO;13;8;5
2022;Brasil;NORDESTE;BA;CACHOEIRA;DEFICIÊNCIA VISUAL;16;12;4
2022;Brasil;NORDESTE;BA;CACHOEIRA;OUTROS;16;13;3
2022;Brasil;NORDESTE;BA;CACULÉ;DEFICIÊNCIA AUDITIVA;10;8;2
2022;Brasil;NORDESTE;BA;CACULÉ;DEFICIÊNCIA DE LOCOMOÇÃO;13;8;5
2022;Brasil;NORDESTE;BA;CACULÉ;DEFICIÊNCIA VISUAL;10;8;2
2022;Brasil;NORDESTE;BA;CACULÉ;DIFICULDADE PARA O EXERCÍCIO DO VOTO;8;0;8
2022;Brasil;NORDESTE;BA;CACULÉ;OUTROS;28;18;10
2022;Brasil;NORDESTE;BA;CAEM;DEFICIÊNCIA DE LOCOMOÇÃO;3;2;1
2022;Brasil;NORDESTE;BA;CAEM;DEFICIÊNCIA VISUAL;8;2;6
2022;Brasil;NORDESTE;BA;CAEM;OUTROS;17;12;5
2022;Brasil;NORDESTE;BA;CAETANOS;DEFICIÊNCIA AUDITIVA;6;5;1
2022;Brasil;NORDESTE;BA;CAETANOS;DEFICIÊNCIA DE LOCOMOÇÃO;6;4;2
2022;Brasil;NORDESTE;BA;CAETANOS;DEFICIÊNCIA VISUAL;6;3;3
2022;Brasil;NORDESTE;BA;CAETANOS;DIFICULDADE PARA O EXERCÍCIO DO VOTO;7;0;7
2022;Brasil;NORDESTE;BA;CAETANOS;OUTROS;16;12;4
2022;Brasil;NORDESTE;BA;CAETITÉ;DEFICIÊNCIA AUDITIVA;60;39;21
2022;Brasil;NORDESTE;BA;CAETITÉ;DEFICIÊNCIA DE LOCOMOÇÃO;41;25;16
2022;Brasil;NORDESTE;BA;CAETITÉ;DEFICIÊNCIA VISUAL;68;40;28
2022;Brasil;NORDESTE;BA;CAETITÉ;DIFICULDADE PARA O EXERCÍCIO DO VOTO;7;0;7
2022;Brasil;NORDESTE;BA;CAETITÉ;OUTROS;128;77;51
2022;Brasil;NORDESTE;BA;CAFARNAUM;DEFICIÊNCIA AUDITIVA;20;17;3
2022;Brasil;NORDESTE;BA;CAFARNAUM;DEFICIÊNCIA DE LOCOMOÇÃO;49;31;18
2022;Brasil;NORDESTE;BA;CAFARNAUM;DEFICIÊNCIA VISUAL;40;33;7
2022;Brasil;NORDESTE;BA;CAFARNAUM;OUTROS;51;38;13
2022;Brasil;NORDESTE;BA;CAIRU;DEFICIÊNCIA AUDITIVA;6;5;1
2022;Brasil;NORDESTE;BA;CAIRU;DEFICIÊNCIA DE LOCOMOÇÃO;4;3;1
