cd_municipio;nm_municipio;nr_turno;qt_secoes_agregadas;qt_aptos_tot;qt_comparecimento;qt_votos_nom_validos;qt_votos_brancos;qt_total_vt_leg_validos;qt_total_votos_anulados;qt_votos_validos;qt_votos;qt_total_votos_nulos
19;GUAJARÁ-MIRIM;1;26;28174;20962;20555;147;0;0;20555;20962;260
35;PORTO VELHO;1;91;350692;276890;269018;2950;0;0;269018;276890;4922
51;JI-PARANÁ;1;52;92331;69558;67955;661;0;0;67955;69558;942
78;ARIQUEMES;1;11;69761;51457;50246;517;0;0;50246;51457;694
94;CACOAL;1;15;66497;51084;49866;542;0;0;49866;51084;676
116;PIMENTA BUENO;1;8;26476;20379;19734;264;0;0;19734;20379;381
132;VILHENA;1;34;65454;49961;48529;595;0;0;48529;49961;837
159;JARU;1;32;43047;30030;29197;331;0;0;29197;30030;502
175;OURO PRETO DO OESTE;1;21;30339;20945;20487;162;0;0;20487;20945;296
191;PRESIDENTE MÉDICI;1;23;15598;11523;11212;144;0;0;11212;11523;167
213;COSTA MARQUES;1;1;9511;6889;6746;51;0;0;6746;6889;92
230;COLORADO DO OESTE;1;58;13741;9982;9707;124;0;0;9707;9982;151
256;ESPIGÃO DO OESTE;1;10;23900;18241;17760;198;0;0;17760;18241;283
272;CEREJEIRAS;1;12;12930;10033;9799;90;0;0;9799;10033;144
299;ROLIM DE MOURA;1;26;40497;29895;29023;404;0;0;29023;29895;468
310;ALTA FLORESTA D'OESTE;1;8;19397;14084;13718;142;0;0;13718;14084;224
337;ALVORADA DO OESTE;1;43;11870;8315;8095;78;0;0;8095;8315;142
353;SANTA LUZIA D'OESTE;1;12;6834;4915;4776;58;0;0;4776;4915;81
370;NOVA BRASILÂNDIA D'OESTE;1;3;14084;10518;10266;116;0;0;10266;10518;136
396;MACHADINHO D'OESTE;1;19;23639;16528;16218;127;0;0;16218;16528;183
418;SÃO MIGUEL DO GUAPORÉ;1;0;17389;12929;12610;138;0;0;12610;12929;181
434;NOVA MAMORÉ;1;9;18003;13395;13149;91;0;0;13149;13395;155
450;CABIXI;1;10;4781;3592;3515;29;0;0;3515;3592;48
477;CANDEIAS DO JAMARI;1;5;18894;13704;13379;114;0;0;13379;13704;211
493;ITAPUÃ DO OESTE;1;0;6445;4562;4473;38;0;0;4473;4562;51
515;NOVO HORIZONTE DO OESTE;1;9;6839;5437;5317;48;0;0;5317;5437;72
531;CASTANHEIRAS;1;0;3075;2296;2250;19;0;0;2250;2296;27
558;VALE DO PARAÍSO;1;2;6175;4441;4350;37;0;0;4350;4441;54
566;URUPÁ;1;2;9543;6818;6624;82;0;0;6624;6818;112
574;MIRANTE DA SERRA;1;0;9138;6527;6378;66;0;0;6378;6527;83
582;SERINGUEIRAS;1;2;10067;7405;7241;65;0;0;7241;7405;99
590;THEOBROMA;1;1;8054;5830;5673;62;0;0;5673;5830;95
604;MINISTRO ANDREAZZA;1;7;6001;4633;4518;35;0;0;4518;4633;80
612;GOVERNADOR JORGE TEIXEIRA;1;3;7422;5417;5290;47;0;0;5290;5417;80
620;CACAULÂNDIA;1;2;3947;2989;2924;21;0;0;2924;2989;44
639;ALTO PARAÍSO;1;2;11742;8628;8406;92;0;0;8406;8628;130
647;RIO CRESPO;1;0;3322;2389;2357;13;0;0;2357;2389;19
655;CORUMBIARA;1;5;5621;4405;4291;55;0;0;4291;4405;59
663;MONTE NEGRO;1;1;10082;7305;7161;39;0;0;7161;7305;105
671;CAMPO NOVO DE RONDÔNIA;1;0;7748;5565;5456;38;0;0;5456;5565;71
680;CUJUBIM;1;2;11121;7920;7752;55;0;0;7752;7920;113
698;VALE DO ANARI;1;1;6381;4739;4649;31;0;0;4649;4739;59
701;PARECIS;1;0;3269;2489;2443;16;0;0;2443;2489;30
710;SÃO FELIPE D'OESTE;1;13;4435;3420;3340;30;0;0;3340;3420;50
728;PRIMAVERA DE RONDÔNIA;1;0;2877;2267;2194;21;0;0;2194;2267;52
736;ALTO ALEGRE DOS PARECIS;1;1;8354;6461;6288;57;0;0;6288;6461;116
744;NOVA UNIÃO;1;4;5566;4132;4057;27;0;0;4057;4132;48
752;TEIXEIRÓPOLIS;1;0;4088;3046;2975;28;0;0;2975;3046;43
779;BURITIS;1;3;22959;15865;15546;115;0;0;15546;15865;204
787;PIMENTEIRAS DO OESTE;1;0;1988;1508;1483;9;0;0;1483;1508;16
795;SÃO FRANCISCO DO GUAPORÉ;1;0;12556;9382;9209;84;0;0;9209;9382;89
809;CHUPINGUAIA;1;4;7344;5142;5030;47;0;0;5030;5142;65
1007;BUJARI;1;3;9947;7532;7263;70;0;0;7263;7532;199
1015;CAPIXABA;1;11;7836;6166;6011;36;0;0;6011;6166;119
1023;PORTO ACRE;1;5;13179;10579;10259;91;0;0;10259;10579;229
1031;SANTA ROSA DO PURUS;1;3;3768;2610;2518;15;0;0;2518;2610;77
1040;MARECHAL THAUMATURGO;1;2;11361;8280;8059;31;0;0;8059;8280;190
1058;BRASILÉIA;1;6;18195;14537;14138;116;0;0;14138;14537;283
1066;PORTO WALTER;1;1;7234;5655;5503;36;0;0;5503;5655;116
1074;CRUZEIRO DO SUL;1;5;59192;46663;45201;487;0;0;45201;46663;975
1082;RODRIGUES ALVES;1;1;11789;9094;8866;59;0;0;8866;9094;169
1090;MÂNCIO LIMA;1;3;13771;10566;10244;82;0;0;10244;10566;240
1104;JORDÃO;1;2;5594;4148;4018;6;0;0;4018;4148;124
1112;EPITACIOLÂNDIA;1;0;12513;9937;9666;73;0;0;9666;9937;198
1120;ACRELÂNDIA;1;4;9521;7293;7118;45;0;0;7118;7293;130
1139;FEIJÓ;1;6;22750;15854;15220;116;0;0;15220;15854;518
1392;RIO BRANCO;1;39;266812;210861;203629;2676;0;0;203629;210861;4556
1457;SENA MADUREIRA;1;2;30309;22457;21786;185;0;0;21786;22457;486
1473;TARAUACÁ;1;12;27619;19307;18508;196;0;0;18508;19307;603
1490;XAPURI;1;13;12097;9683;9360;68;0;0;9360;9683;255
1511;PLÁCIDO DE CASTRO;1;15;12270;9682;9390;80;0;0;9390;9682;212
1538;SENADOR GUIOMARD;1;21;17817;14220;13755;137;0;0;13755;14220;328
1554;MANOEL URBANO;1;0;7774;5760;5534;37;0;0;5534;5760;189
1570;ASSIS BRASIL;1;2;6390;5019;4871;22;0;0;4871;5019;126
2003;APUÍ;1;15;11692;7940;7804;50;0;0;7804;7940;86
2011;NOVO AIRÃO;1;2;11480;8879;8709;49;0;0;8709;8879;121
2020;GUAJARÁ;1;2;11815;7977;7760;45;0;0;7760;7977;172
2038;ANORI;1;1;10812;8204;8089;41;0;0;8089;8204;74
2046;CAREIRO DA VÁRZEA;1;12;16762;13041;12805;80;0;0;12805;13041;156
2054;ATALAIA DO NORTE;1;8;8962;6194;6063;18;0;0;6063;6194;113
2070;AUTAZES;1;21;28954;21979;21477;119;0;0;21477;21979;383
2097;BARCELOS;1;1;11804;7558;7388;27;0;0;7388;7558;143
2119;BARREIRINHA;1;1;21076;16739;16471;45;0;0;16471;16739;223
2135;BENJAMIN CONSTANT;1;9;22243;16927;16657;58;0;0;16657;16927;212
2151;BOCA DO ACRE;1;7;23010;16253;15734;135;0;0;15734;16253;384
2178;BORBA;1;14;20894;16571;16265;51;0;0;16265;16571;255
2194;CANUTAMA;1;3;10034;7006;6828;32;0;0;6828;7006;146
2216;CARAUARI;1;11;21551;14082;13768;64;0;0;13768;14082;250
2232;CAREIRO;1;10;24216;17561;17050;99;0;0;17050;17561;412
2259;COARI;1;31;51522;35733;35076;175;0;0;35076;35733;482
2275;CODAJÁS;1;0;16464;11907;11670;37;0;0;11670;11907;200
2291;EIRUNEPÉ;1;7;20056;14530;14068;103;0;0;14068;14530;359
2313;ENVIRA;1;0;12083;7531;7293;36;0;0;7293;7531;202
2330;FONTE BOA;1;6;16328;11651;11424;47;0;0;11424;11651;180
2356;HUMAITÁ;1;10;32834;24383;23945;153;0;0;23945;24383;285
2372;SANTA ISABEL DO RIO NEGRO;1;0;8916;5573;5388;28;0;0;5388;5573;157
2399;IPIXUNA;1;5;11955;7720;7437;50;0;0;7437;7720;233
2410;ITACOATIARA;1;21;71130;54871;53963;295;0;0;53963;54871;613
2437;ITAPIRANGA;1;3;8346;6454;6360;23;0;0;6360;6454;71
2453;JAPURÁ;1;1;5107;3392;3322;15;0;0;3322;3392;55
2470;JURUÁ;1;18;7874;5324;5145;28;0;0;5145;5324;151
2496;JUTAÍ;1;0;14312;9487;9225;30;0;0;9225;9487;232
2518;LÁBREA;1;11;27125;19176;18813;75;0;0;18813;19176;288
2534;MANACAPURU;1;19;72662;57567;56436;363;0;0;56436;57567;768
2550;MANAUS;1;97;1418757;1202632;1163097;15221;0;0;1163097;1202632;24314
2577;MANICORÉ;1;7;33168;24538;24220;85;0;0;24220;24538;233
2593;MARAÃ;1;6;10070;6080;5972;25;0;0;5972;6080;83
2615;MAUÉS;1;12;36860;27296;26857;105;0;0;26857;27296;334
2631;NHAMUNDÁ;1;2;14309;11130;11010;33;0;0;11010;11130;87
2658;NOVA OLINDA DO NORTE;1;0;19057;14313;14063;64;0;0;14063;14313;186
2674;NOVO ARIPUANÃ;1;5;13651;9424;9218;36;0;0;9218;9424;170
2690;PARINTINS;1;11;72773;55064;54336;290;0;0;54336;55064;438
2712;PAUINI;1;2;11419;7733;7576;23;0;0;7576;7733;134
2739;SANTO ANTÔNIO DO IÇÁ;1;1;16282;12698;12459;32;0;0;12459;12698;207
2755;SÃO PAULO DE OLIVENÇA;1;2;18540;14906;14582;51;0;0;14582;14906;273
2771;SILVES;1;5;8334;6520;6448;14;0;0;6448;6520;58
2798;TAPAUÁ;1;1;14018;9702;9487;31;0;0;9487;9702;184
2810;TEFÉ;1;4;41755;33796;33205;168;0;0;33205;33796;423
2836;SÃO GABRIEL DA CACHOEIRA;1;7;31981;21597;21310;78;0;0;21310;21597;209
2852;URUCARÁ;1;2;12254;8987;8823;45;0;0;8823;8987;119
2879;URUCURITUBA;1;2;13184;9775;9638;47;0;0;9638;9775;90
2895;ALVARÃES;1;2;11310;8669;8494;20;0;0;8494;8669;155
2917;AMATURÁ;1;4;6799;5405;5282;21;0;0;5282;5405;102
2933;ANAMÃ;1;0;8653;6465;6367;20;0;0;6367;6465;78
2950;BERURI;1;0;13827;10419;10265;37;0;0;10265;10419;117
2976;BOA VISTA DO RAMOS;1;3;12708;9683;9566;28;0;0;9566;9683;89
2992;CAAPIRANGA;1;0;9622;7124;7036;24;0;0;7036;7124;64
3000;CAROEBE;1;1;6482;5631;5518;26;0;0;5518;5631;87
3018;BOA VISTA;1;58;233090;192892;188445;1621;0;0;188445;192892;2826
3026;IRACEMA;1;1;5759;4986;4824;37;0;0;4824;4986;125
3034;CARACARAÍ;1;1;14148;11681;11435;59;0;0;11435;11681;187
3042;AMAJARI;1;3;6495;5598;5484;29;0;0;5484;5598;85
3050;ALTO ALEGRE;1;2;10902;9285;9070;60;0;0;9070;9285;155
3069;CANTÁ;1;8;13346;11284;11042;66;0;0;11042;11284;176
3077;BONFIM;1;5;10201;8647;8454;41;0;0;8454;8647;152
3085;RORAINÓPOLIS;1;3;20471;16659;16215;137;0;0;16215;16659;307
3093;MUCAJAÍ;1;16;12433;10424;10182;51;0;0;10182;10424;191
3107;UIRAMUTÃ;1;5;6329;5536;5404;15;0;0;5404;5536;117
3115;NORMANDIA;1;4;7644;6675;6564;22;0;0;6564;6675;89
3123;PACARAIMA;1;4;8427;6795;6672;26;0;0;6672;6795;97
3131;SÃO JOÃO DA BALIZA;1;1;4936;4268;4146;35;0;0;4146;4268;87
3158;SÃO LUIZ;1;7;5969;5043;4914;30;0;0;4914;5043;99
4006;GOIANÉSIA DO PARÁ;1;7;22433;16281;15965;102;0;0;15965;16281;214
4014;ABAETETUBA;1;24;119655;100015;98299;605;0;0;98299;100015;1111
4022;TAILÂNDIA;1;1;52835;40306;39397;273;0;0;39397;40306;636
4030;ACARÁ;1;13;44082;37614;36940;211;0;0;36940;37614;463
4049;BOM JESUS DO TOCANTINS;1;1;10893;8705;8489;50;0;0;8489;8705;166
4057;AFUÁ;1;5;27035;21188;20740;70;0;0;20740;21188;378
4065;SÃO JOÃO DE PIRABAS;1;2;17603;13710;13456;76;0;0;13456;13710;178
4073;ALENQUER;1;61;40901;33085;32583;157;0;0;32583;33085;345
4081;TUCUMÃ;1;5;28541;20357;20053;128;0;0;20053;20357;176
4090;ALMEIRIM;1;18;23616;17679;17368;86;0;0;17368;17679;225
4103;MÃE DO RIO;1;9;26145;19538;19093;148;0;0;19093;19538;297
4111;ALTAMIRA;1;17;89319;65101;63429;693;0;0;63429;65101;979
4120;ELDORADO DOS CARAJÁS;1;5;20687;14955;14646;105;0;0;14646;14955;204
4138;ANAJÁS;1;3;21528;15786;15369;61;0;0;15369;15786;356
4146;SANTA LUZIA DO PARÁ;1;5;17976;13794;13468;80;0;0;13468;13794;246
4154;ANANINDEUA;1;3;348928;287983;278875;3839;0;0;278875;287983;5269
4162;PALESTINA DO PARÁ;1;3;5581;4610;4527;18;0;0;4527;4610;65
4170;AUGUSTO CORRÊA;1;13;35835;28815;28213;150;0;0;28213;28815;452
4189;IPIXUNA DO PARÁ;1;8;24089;17798;17368;115;0;0;17368;17798;315
4197;AVEIRO;1;9;11628;8259;8135;31;0;0;8135;8259;93
4200;JACAREACANGA;1;4;13275;9000;8812;52;0;0;8812;9000;136
4219;BAGRE;1;0;15949;11878;11691;44;0;0;11691;11878;143
4227;BRASIL NOVO;1;4;15161;12179;11924;101;0;0;11924;12179;154
4235;BAIÃO;1;6;26479;21139;20811;135;0;0;20811;21139;193
4243;SANTA BÁRBARA DO PARÁ;1;5;17169;13809;13472;133;0;0;13472;13809;204
4251;BARCARENA;1;2;94533;77770;76002;772;0;0;76002;77770;996
4260;ÁGUA AZUL DO NORTE;1;1;9790;7634;7507;34;0;0;7507;7634;93
4278;BELÉM;1;166;1066292;883983;857507;10626;0;0;857507;883983;15850
4286;TRAIRÃO;1;0;11893;8569;8391;58;0;0;8391;8569;120
4294;BENEVIDES;1;2;46837;38098;37208;368;0;0;37208;38098;522
4308;PAU D'ARCO;1;4;7754;5532;5444;34;0;0;5444;5532;54
4316;BONITO;1;3;12188;10150;9904;86;0;0;9904;10150;160
4324;ULIANÓPOLIS;1;0;19998;14928;14668;94;0;0;14668;14928;166
4332;BRAGANÇA;1;38;89316;70416;68974;448;0;0;68974;70416;994
4340;AURORA DO PARÁ;1;9;19126;14178;13852;78;0;0;13852;14178;248
4359;BREVES;1;2;73739;54920;53763;264;0;0;53763;54920;893
4367;TERRA SANTA;1;0;14637;10918;10752;76;0;0;10752;10918;90
4375;BUJARU;1;4;21652;17916;17668;79;0;0;17668;17916;169
4383;NOVO PROGRESSO;1;15;23870;16372;16111;101;0;0;16111;16372;160
4391;CACHOEIRA DO ARARI;1;1;18758;14308;14098;59;0;0;14098;14308;151
4405;VITÓRIA DO XINGU;1;0;14707;11620;11400;77;0;0;11400;11620;143
4413;CAMETÁ;1;9;100339;83919;82812;416;0;0;82812;83919;691
4421;NOVO REPARTIMENTO;1;12;45734;33329;32712;217;0;0;32712;33329;400
4430;CAPANEMA;1;14;53042;43171;42028;521;0;0;42028;43171;622
4448;BREU BRANCO;1;6;33420;23117;22608;170;0;0;22608;23117;339
4456;CAPITÃO POÇO;1;21;40965;34144;33443;246;0;0;33443;34144;455
4464;SÃO DOMINGOS DO ARAGUAIA;1;1;17065;12146;11862;85;0;0;11862;12146;199
4472;CASTANHAL;1;17;138775;115304;112472;1153;0;0;112472;115304;1679
4480;NOVA ESPERANÇA DO PIRIÁ;1;2;16184;12276;12030;53;0;0;12030;12276;193
4499;CHAVES;1;6;14431;10211;9951;50;0;0;9951;10211;210
4502;ABEL FIGUEIREDO;1;0;5467;4244;4144;16;0;0;4144;4244;84
4510;COLARES;1;0;11433;9181;9002;61;0;0;9002;9181;118
4529;CUMARU DO NORTE;1;3;7166;5414;5348;25;0;0;5348;5414;41
4537;CONCEIÇÃO DO ARAGUAIA;1;23;33348;24630;24017;196;0;0;24017;24630;417
4545;TERRA ALTA;1;6;10790;8540;8377;70;0;0;8377;8540;93
4553;CURRALINHO;1;7;23420;18562;18253;58;0;0;18253;18562;251
4561;FLORESTA DO ARAGUAIA;1;6;14081;10896;10665;67;0;0;10665;10896;164
4570;CURUÇÁ;1;1;33587;26486;25810;184;0;0;25810;26486;492
4588;BANNACH;1;0;2940;2213;2180;10;0;0;2180;2213;23
4596;FARO;1;0;6870;5081;5033;19;0;0;5033;5081;29
4600;NOVA IPIXUNA;1;14;10287;8358;8145;55;0;0;8145;8358;158
4618;GURUPÁ;1;4;21629;17595;17336;34;0;0;17336;17595;225
4626;PLACAS;1;3;13663;10523;10305;117;0;0;10305;10523;101
4634;IGARAPÉ-AÇU;1;2;31521;25236;24589;200;0;0;24589;25236;447
4642;MARITUBA;1;3;84628;69755;67934;823;0;0;67934;69755;998
4650;IGARAPÉ-MIRI;1;4;51274;41682;40975;259;0;0;40975;41682;448
4669;TRACUATEUA;1;6;24332;19412;19089;84;0;0;19089;19412;239
4677;INHANGAPI;1;6;8885;7689;7542;51;0;0;7542;7689;96
4685;QUATIPURU;1;2;10180;7500;7404;43;0;0;7404;7500;53
4693;IRITUIA;1;10;26827;21121;20765;127;0;0;20765;21121;229
4707;CANAÃ DOS CARAJÁS;1;5;48990;36512;35827;311;0;0;35827;36512;374
4715;ITAITUBA;1;80;87599;60238;58949;593;0;0;58949;60238;696
4723;ANAPU;1;3;22274;16635;16319;131;0;0;16319;16635;185
4731;ITUPIRANGA;1;16;33988;24345;23926;129;0;0;23926;24345;290
4740;CURUÁ;1;4;10427;8828;8718;27;0;0;8718;8828;83
4758;JACUNDÁ;1;26;34368;24970;24384;175;0;0;24384;24970;411
4766;CACHOEIRA DO PIRIÁ;1;5;14855;10845;10665;49;0;0;10665;10845;131
4774;JURUTI;1;7;36842;29214;28774;140;0;0;28774;29214;300
4782;PIÇARRA;1;5;10065;7300;7217;26;0;0;7217;7300;57
4790;LIMOEIRO DO AJURU;1;10;21989;18288;17976;113;0;0;17976;18288;199
4804;BELTERRA;1;0;15069;12250;11992;91;0;0;11992;12250;167
4812;MAGALHÃES BARATA;1;6;8395;6700;6610;27;0;0;6610;6700;63
4820;SÃO JOÃO DA PONTA;1;3;5907;4932;4818;53;0;0;4818;4932;61
4839;MARABÁ;1;67;185818;142921;139478;1273;0;0;139478;142921;2170
4847;SAPUCAIA;1;0;4853;3714;3658;18;0;0;3658;3714;38
4855;MARACANÃ;1;12;25294;20923;20598;101;0;0;20598;20923;224
4863;MOJUÍ DOS CAMPOS;1;7;20284;16122;15791;116;0;0;15791;16122;215
4871;MARAPANIM;1;3;23306;19126;18780;97;0;0;18780;19126;249
4898;MELGAÇO;1;2;17846;12793;12557;30;0;0;12557;12793;206
4910;MOCAJUBA;1;6;27178;21907;21577;99;0;0;21577;21907;231
4936;MOJU;1;13;54985;44251;43560;251;0;0;43560;44251;440
4952;MONTE ALEGRE;1;31;50315;39365;38708;225;0;0;38708;39365;432
4979;MUANÁ;1;2;27771;22063;21693;104;0;0;21693;22063;266
4995;NOVA TIMBOTEUA;1;2;11379;9375;9122;92;0;0;9122;9375;161
5010;ÓBIDOS;1;24;38296;29882;29312;214;0;0;29312;29882;356
5037;OEIRAS DO PARÁ;1;6;23560;19345;19032;50;0;0;19032;19345;263
5053;ORIXIMINÁ;1;29;48837;36833;35982;250;0;0;35982;36833;601
5070;OURÉM;1;5;16583;12882;12615;89;0;0;12615;12882;178
5096;PARAGOMINAS;1;6;73795;56549;55250;515;0;0;55250;56549;784
5118;PEIXE-BOI;1;2;8904;7177;7028;46;0;0;7028;7177;103
5134;PONTA DE PEDRAS;1;3;21691;17399;17080;117;0;0;17080;17399;202
5150;PORTEL;1;10;38754;27064;26386;123;0;0;26386;27064;555
5177;PORTO DE MOZ;1;4;22733;17328;17069;51;0;0;17069;17328;208
5193;PRAINHA;1;17;25728;20269;20004;96;0;0;20004;20269;169
5215;PRIMAVERA;1;1;10954;8389;8216;61;0;0;8216;8389;112
5231;SALINÓPOLIS;1;2;33876;27592;27075;274;0;0;27075;27592;243
5258;SALVATERRA;1;0;19776;15553;15156;171;0;0;15156;15553;226
5274;SANTA CRUZ DO ARARI;1;4;7050;4649;4587;21;0;0;4587;4649;41
5290;SANTA ISABEL DO PARÁ;1;2;48840;39076;38225;390;0;0;38225;39076;461
5312;SANTA MARIA DO PARÁ;1;4;20674;17339;16885;156;0;0;16885;17339;298
5339;SANTANA DO ARAGUAIA;1;1;24993;17039;16735;78;0;0;16735;17039;226
5355;SANTARÉM;1;36;238341;191935;187743;1733;0;0;187743;191935;2459
5371;SANTARÉM NOVO;1;5;6290;5267;5191;29;0;0;5191;5267;47
5398;SANTO ANTÔNIO DO TAUÁ;1;2;25435;20198;19809;164;0;0;19809;20198;225
5410;SÃO CAETANO DE ODIVELAS;1;6;16091;12358;12125;93;0;0;12125;12358;140
5436;SÃO DOMINGOS DO CAPIM;1;6;23004;19189;18794;130;0;0;18794;19189;265
5452;SÃO FÉLIX DO XINGU;1;8;42814;30138;29654;171;0;0;29654;30138;313
5479;SÃO FRANCISCO DO PARÁ;1;6;15326;12572;12293;98;0;0;12293;12572;181
5495;SÃO JOÃO DO ARAGUAIA;1;9;11452;8705;8538;45;0;0;8538;8705;122
5517;SÃO MIGUEL DO GUAMÁ;1;8;41704;33085;32486;207;0;0;32486;33085;392
5533;SÃO SEBASTIÃO DA BOA VISTA;1;2;22378;17789;17510;91;0;0;17510;17789;188
5550;SENADOR JOSÉ PORFÍRIO;1;3;12670;9578;9426;47;0;0;9426;9578;105
5576;SOURE;1;1;22057;17019;16736;107;0;0;16736;17019;176
5592;TOMÉ-AÇU;1;7;52210;39521;38676;347;0;0;38676;39521;498
5614;TUCURUÍ;1;17;75261;55279;54153;450;0;0;54153;55279;676
5630;VIGIA;1;11;40395;30634;29940;323;0;0;29940;30634;371
5657;VISEU;1;14;45875;33342;32720;115;0;0;32720;33342;507
5673;REDENÇÃO;1;11;65179;47826;46973;372;0;0;46973;47826;481
5690;RIO MARIA;1;22;14420;10704;10475;80;0;0;10475;10704;149
5711;XINGUARA;1;7;37211;26866;26313;223;0;0;26313;26866;330
5738;RONDON DO PARÁ;1;8;30456;20974;20415;168;0;0;20415;20974;391
5754;URUARÁ;1;7;29910;22451;21864;252;0;0;21864;22451;335
5770;MEDICILÂNDIA;1;13;19930;15420;15061;126;0;0;15061;15420;233
5797;SÃO GERALDO DO ARAGUAIA;1;10;21384;15116;14879;76;0;0;14879;15116;161
5819;CONCÓRDIA DO PARÁ;1;14;23893;19171;18821;133;0;0;18821;19171;217
5835;PARAUAPEBAS;1;11;183072;143398;140008;1431;0;0;140008;143398;1959
5851;CURIONÓPOLIS;1;38;17455;12675;12427;113;0;0;12427;12675;135
5878;GARRAFÃO DO NORTE;1;5;22735;17237;16825;91;0;0;16825;17237;321
5894;RURÓPOLIS;1;30;19484;14263;13934;130;0;0;13934;14263;199
5916;PACAJÁ;1;2;28915;21271;20813;157;0;0;20813;21271;301
5932;BREJO GRANDE DO ARAGUAIA;1;2;6328;5259;5163;21;0;0;5163;5259;75
5959;OURILÂNDIA DO NORTE;1;8;24970;17059;16793;79;0;0;16793;17059;187
5975;DOM ELISEU;1;39;30571;23036;22639;138;0;0;22639;23036;259
5991;SANTA MARIA DAS BARREIRAS;1;3;12507;9363;9202;62;0;0;9202;9363;99
6009;PRACUÚBA;1;0;3723;3079;3039;11;0;0;3039;3079;29
6017;AMAPÁ;1;1;6853;5468;5348;28;0;0;5348;5468;92
6025;PORTO GRANDE;1;4;14174;10592;10317;66;0;0;10317;10592;209
6033;CALÇOENE;1;0;8267;6254;6128;29;0;0;6128;6254;97
6041;ITAUBAL;1;2;7331;5980;5873;21;0;0;5873;5980;86
6050;MACAPÁ;1;45;311678;253929;247365;2151;0;0;247365;253929;4413
6068;CUTIAS;1;0;5033;4141;4084;14;0;0;4084;4141;43
6076;MAZAGÃO;1;6;19170;16429;16113;63;0;0;16113;16429;253
6084;PEDRA BRANCA DO AMAPARI;1;1;10112;7584;7433;30;0;0;7433;7584;121
6092;OIAPOQUE;1;9;21205;14492;14076;136;0;0;14076;14492;280
6106;SERRA DO NAVIO;1;0;3864;3031;2968;16;0;0;2968;3031;47
6114;FERREIRA GOMES;1;0;6092;5045;4923;27;0;0;4923;5045;95
6122;VITÓRIA DO JARI;1;4;10170;7785;7615;29;0;0;7615;7785;141
6130;LARANJAL DO JARI;1;16;28880;21251;20721;162;0;0;20721;21251;368
6157;SANTANA;1;7;83261;69620;68161;464;0;0;68161;69620;995
6173;TARTARUGALZINHO;1;2;10352;8162;7997;42;0;0;7997;8162;123
7005;ÁGUA DOCE DO MARANHÃO;1;7;12175;8313;7986;88;0;0;7986;8313;239
7013;AFONSO CUNHA;1;5;7126;5426;5266;23;0;0;5266;5426;137
7021;ALTO ALEGRE DO MARANHÃO;1;0;19331;13783;13258;94;0;0;13258;13783;431
7030;ALCÂNTARA;1;10;18148;13322;12906;129;0;0;12906;13322;287
7048;ALTO ALEGRE DO PINDARÉ;1;6;22819;15716;15049;119;0;0;15049;15716;548
7056;ALDEIAS ALTAS;1;7;19435;13678;12958;81;0;0;12958;13678;639
7064;APICUM-AÇU;1;9;13676;10310;10089;67;0;0;10089;10310;154
7072;ALTAMIRA DO MARANHÃO;1;5;5726;4025;3859;32;0;0;3859;4025;134
7080;AMAPÁ DO MARANHÃO;1;2;5873;4227;4049;25;0;0;4049;4227;153
7099;ALTO PARNAÍBA;1;1;8380;6146;5896;39;0;0;5896;6146;211
7102;ARAGUANÃ;1;10;8454;5761;5628;30;0;0;5628;5761;103
7110;AMARANTE DO MARANHÃO;1;5;27431;20458;19710;146;0;0;19710;20458;602
7129;BACABEIRA;1;4;14196;11907;11471;119;0;0;11471;11907;317
7137;ANAJATUBA;1;35;18627;14807;14254;127;0;0;14254;14807;426
7145;BACURITUBA;1;1;5323;3891;3748;39;0;0;3748;3891;104
7153;ANAPURUS;1;6;14234;11270;10728;116;0;0;10728;11270;426
7161;BELÁGUA;1;3;7010;5975;5758;22;0;0;5758;5975;195
7170;ARAIOSES;1;16;34812;24753;23445;355;0;0;23445;24753;953
7188;BELA VISTA DO MARANHÃO;1;6;10322;7447;7232;37;0;0;7232;7447;178
7196;ARARI;1;22;24743;18078;17477;200;0;0;17477;18078;401
7200;BERNARDO DO MEARIM;1;9;5278;4048;3922;33;0;0;3922;4048;93
7218;AXIXÁ;1;1;9727;8339;8091;76;0;0;8091;8339;172
7226;CACHOEIRA GRANDE;1;4;9121;6515;6371;26;0;0;6371;6515;118
7234;BACABAL;1;103;66202;53710;51790;532;0;0;51790;53710;1388
7242;DAVINÓPOLIS;1;0;12275;9040;8822;55;0;0;8822;9040;163
7250;BACURI;1;14;14333;10271;10056;55;0;0;10056;10271;160
7269;BOM JESUS DAS SELVAS;1;20;21297;15239;14729;92;0;0;14729;15239;418
7277;BALSAS;1;27;64295;50480;48913;471;0;0;48913;50480;1096
7285;BOM LUGAR;1;15;11049;8830;8610;37;0;0;8610;8830;183
7293;BARÃO DE GRAJAÚ;1;12;15011;11384;10936;106;0;0;10936;11384;342
7307;BREJO DE AREIA;1;2;7788;5551;5292;44;0;0;5292;5551;215
7315;BARRA DO CORDA;1;82;60403;46776;45308;347;0;0;45308;46776;1121
7323;BOA VISTA DO GURUPI;1;1;6487;4759;4630;19;0;0;4630;4759;110
7331;BARREIRINHAS;1;28;45805;38003;36747;274;0;0;36747;38003;982
7340;BURITICUPU;1;22;41181;32245;31282;158;0;0;31282;32245;805
7358;BENEDITO LEITE;1;5;4143;3212;3089;16;0;0;3089;3212;107
