cd_municipio;nm_municipio;nr_turno;qt_secoes_agregadas;qt_aptos_tot;qt_comparecimento;qt_votos_nom_validos;qt_votos_brancos;qt_total_vt_leg_validos;qt_total_votos_anulados;qt_votos_validos;qt_votos;qt_total_votos_nulos
82937;RIO FORTUNA;1;0;4343;3925;3788;53;0;0;3788;3925;84
82953;RIO NEGRINHO;1;1;32147;25083;24054;499;0;0;24054;25083;530
82970;RODEIO;1;4;9777;8004;7641;165;0;0;7641;8004;198
82996;ROMELÂNDIA;1;4;3926;3400;3269;70;0;0;3269;3400;61
83011;SALETE;1;2;6054;5065;4915;72;0;0;4915;5065;78
83038;SALTO VELOSO;1;0;3460;2909;2796;37;0;0;2796;2909;76
83054;SANTA CECÍLIA;1;2;13009;9531;9089;241;0;0;9089;9531;201
83070;SANTA ROSA DE LIMA;1;0;1978;1706;1632;32;0;0;1632;1706;42
83097;SANTO AMARO DA IMPERATRIZ;1;7;19039;16249;15589;257;0;0;15589;16249;403
83119;SÃO BENTO DO SUL;1;0;63015;51205;49139;938;0;0;49139;51205;1128
83135;SÃO BONIFÁCIO;1;3;2775;2397;2275;52;0;0;2275;2397;70
83151;SÃO CARLOS;1;5;8248;7025;6819;101;0;0;6819;7025;105
83178;SÃO DOMINGOS;1;2;7261;6204;6022;93;0;0;6022;6204;89
83194;SÃO FRANCISCO DO SUL;1;4;39548;30006;29017;441;0;0;29017;30006;548
83216;SÃO JOÃO BATISTA;1;1;22748;18114;17442;309;0;0;17442;18114;363
83232;SÃO JOÃO DO SUL;1;3;6682;5686;5475;96;0;0;5475;5686;115
83259;SÃO JOAQUIM;1;9;19306;15156;14545;300;0;0;14545;15156;311
83275;SÃO JOSÉ;1;5;187585;154036;147575;2497;0;0;147575;154036;3964
83291;SÃO JOSÉ DO CEDRO;1;5;11343;9246;8953;132;0;0;8953;9246;161
83313;SÃO JOSÉ DO CERRITO;1;0;7440;6240;6060;92;0;0;6060;6240;88
83330;SÃO LOURENÇO DO OESTE;1;4;19115;15340;14820;275;0;0;14820;15340;245
83356;SÃO LUDGERO;1;0;9198;7862;7630;113;0;0;7630;7862;119
83372;SÃO MARTINHO;1;2;3234;2836;2752;40;0;0;2752;2836;44
83399;SÃO MIGUEL DO OESTE;1;1;31771;25368;24568;370;0;0;24568;25368;430
83410;SAUDADES;1;0;7513;6650;6464;79;0;0;6464;6650;107
83437;SCHROEDER;1;1;13813;11542;11197;146;0;0;11197;11542;199
83453;SEARA;1;4;14522;11865;11404;193;0;0;11404;11865;268
83470;SIDERÓPOLIS;1;0;11088;8728;8420;121;0;0;8420;8728;187
83496;SOMBRIO;1;8;22659;18099;17455;269;0;0;17455;18099;375
83518;TAIÓ;1;2;14512;11976;11593;176;0;0;11593;11976;207
83534;TANGARÁ;1;0;6585;5514;5338;86;0;0;5338;5514;90
83550;TIJUCAS;1;3;31748;24942;23962;383;0;0;23962;24942;597
83577;TIMBÓ;1;2;34114;28055;27003;394;0;0;27003;28055;658
83593;TRÊS BARRAS;1;1;14930;11674;11203;242;0;0;11203;11674;229
83615;TREZE DE MAIO;1;1;6584;5600;5391;102;0;0;5391;5600;107
83631;TREZE TÍLIAS;1;1;6148;5185;5047;69;0;0;5047;5185;69
83658;TROMBUDO CENTRAL;1;2;5229;4404;4271;67;0;0;4271;4404;66
83674;TUBARÃO;1;10;80920;64811;62426;925;0;0;62426;64811;1460
83682;TUNÁPOLIS;1;0;4028;3433;3298;61;0;0;3298;3433;74
83690;TURVO;1;0;9947;8632;8391;109;0;0;8391;8632;132
83712;URUBICI;1;1;8393;6427;6263;66;0;0;6263;6427;98
83739;URUSSANGA;1;1;17455;13230;12754;169;0;0;12754;13230;307
83755;VARGEÃO;1;1;2930;2553;2458;36;0;0;2458;2553;59
83771;VIDAL RAMOS;1;2;5338;4586;4435;79;0;0;4435;4586;72
83798;VIDEIRA;1;2;38561;30616;29513;527;0;0;29513;30616;576
83810;WITMARSUM;1;2;3467;2907;2779;52;0;0;2779;2907;76
83836;XANXERÊ;1;1;36006;29115;28336;370;0;0;28336;29115;409
83852;XAVANTINA;1;0;3515;3073;2998;36;0;0;2998;3073;39
83879;XAXIM;1;0;22548;18861;18297;268;0;0;18297;18861;296
83895;BOM JARDIM DA SERRA;1;0;3619;2906;2805;45;0;0;2805;2906;56
83909;BALNEÁRIO RINCÃO;1;1;12415;9573;9300;117;0;0;9300;9573;156
83917;MARACAJÁ;1;1;6311;5303;5095;101;0;0;5095;5303;107
83925;PESCARIA BRAVA;1;2;7662;6806;6566;97;0;0;6566;6806;143
83933;TIMBÉ DO SUL;1;0;4527;3737;3610;61;0;0;3610;3737;66
83950;CORREIA PINTO;1;0;11866;9929;9584;178;0;0;9584;9929;167
83976;OTACÍLIO COSTA;1;1;13342;10965;10630;128;0;0;10630;10965;207
84514;CANTAGALO;1;0;9167;7095;6850;77;0;0;6850;7095;168
84530;TURVO;1;0;11606;9473;9174;124;0;0;9174;9473;175
84557;ALTAMIRA DO PARANÁ;1;0;3395;2639;2560;24;0;0;2560;2639;55
84573;FIGUEIRA;1;0;6478;5065;4831;95;0;0;4831;5065;139
84590;LUNARDELLI;1;0;4223;3334;3207;47;0;0;3207;3334;80
84611;SARANDI;1;0;68553;53281;50921;1061;0;0;50921;53281;1299
84638;JURANDA;1;0;6284;4961;4788;66;0;0;4788;4961;107
84654;DOURADINA;1;0;6689;5376;5230;51;0;0;5230;5376;95
84670;SANTA TEREZINHA DE ITAIPU;1;0;17953;14806;14385;147;0;0;14385;14806;274
84697;MISSAL;1;0;9330;7727;7545;57;0;0;7545;7727;125
84719;SÃO JOSÉ DAS PALMEIRAS;1;0;3313;2736;2638;38;0;0;2638;2736;60
84735;ÁUREA;1;0;3104;2802;2682;75;0;0;2682;2802;45
84743;TRÊS ARROIOS;1;0;2456;2093;2009;48;0;0;2009;2093;36
84751;NOVA ROMA DO SUL;1;0;3061;2681;2564;54;0;0;2564;2681;63
84760;PROGRESSO;1;1;4933;4326;4205;59;0;0;4205;4326;62
84778;PIRAPÓ;1;0;2285;1712;1659;23;0;0;1659;1712;30
84786;JABOTICABA;1;0;3238;2673;2590;38;0;0;2590;2673;45
84794;SÃO JORGE;1;0;2451;2150;2087;42;0;0;2087;2150;21
84808;ALTO ALEGRE;1;0;1763;1522;1471;32;0;0;1471;1522;19
84816;NOVA HARTZ;1;0;14448;12368;11923;224;0;0;11923;12368;221
84824;DOIS LAJEADOS;1;0;2996;2543;2447;49;0;0;2447;2543;47
84832;SÃO DOMINGOS DO SUL;1;0;2624;2239;2121;65;0;0;2121;2239;53
84840;TUNAS;1;0;3343;2776;2699;47;0;0;2699;2776;30
84859;SÃO JOÃO DA URTIGA;1;0;4126;3592;3383;140;0;0;3383;3592;69
84867;GUABIJU;1;0;1404;1185;1127;41;0;0;1127;1185;17
84875;QUINZE DE NOVEMBRO;1;0;3610;3087;3019;28;0;0;3019;3087;40
84883;DOUTOR MAURÍCIO CARDOSO;1;0;3937;3372;3283;32;0;0;3283;3372;57
84891;CAPELA DE SANTANA;1;0;7757;6593;6360;99;0;0;6360;6593;134
84905;JAQUIRANA;1;1;3491;2740;2597;70;0;0;2597;2740;73
84913;VANINI;1;0;2026;1731;1645;60;0;0;1645;1731;26
84921;BOQUEIRÃO DO LEÃO;1;0;5439;4616;4497;67;0;0;4497;4616;52
84930;FAGUNDES VARELA;1;3;2350;2069;2012;26;0;0;2012;2069;31
84948;ÁGUA SANTA;1;0;3098;2702;2652;33;0;0;2652;2702;17
84956;SILVEIRA MARTINS;1;0;2230;1839;1771;33;0;0;1771;1839;35
84964;IBIRAPUITÃ;1;1;3511;2915;2848;40;0;0;2848;2915;27
84972;IBARAMA;1;0;3566;3038;2929;59;0;0;2929;3038;50
84980;PANTANO GRANDE;1;0;8243;6677;6480;106;0;0;6480;6677;91
84999;IPÊ;1;0;5468;4611;4449;81;0;0;4449;4611;81
85006;TRINDADE DO SUL;1;0;5123;4310;4176;67;0;0;4176;4310;67
85014;AGUDO;1;0;12419;11026;10628;268;0;0;10628;11026;130
85022;ERNESTINA;1;0;2822;2397;2355;20;0;0;2355;2397;22
85030;AJURICABA;1;0;5898;4991;4893;48;0;0;4893;4991;50
85049;DEZESSEIS DE NOVEMBRO;1;0;2562;2076;2002;41;0;0;2002;2076;33
85057;ALECRIM;1;0;5475;4690;4556;58;0;0;4556;4690;76
85065;BROCHIER;1;0;3875;3380;3228;62;0;0;3228;3380;90
85073;ALEGRETE;1;1;58197;42569;41350;661;0;0;41350;42569;558
85081;EREBANGO;1;0;2532;2088;2008;32;0;0;2008;2088;48
85090;ALPESTRE;1;0;6225;5041;4845;134;0;0;4845;5041;62
85103;ENTRE-IJUÍS;1;0;7272;6010;5803;106;0;0;5803;6010;101
85111;ALVORADA;1;0;138026;108896;103969;2549;0;0;103969;108896;2378
85120;NOVA ESPERANÇA DO SUL;1;0;4241;3572;3341;118;0;0;3341;3572;113
85138;ANTA GORDA;1;0;4781;4110;3907;101;0;0;3907;4110;102
85146;PAVERAMA;1;0;5849;4890;4700;82;0;0;4700;4890;108
85154;ANTÔNIO PRADO;1;0;10532;9125;8803;152;0;0;8803;9125;170
85162;TERRA DE AREIA;1;0;7604;6179;5959;116;0;0;5959;6179;104
85170;ARATIBA;1;0;6274;5371;5209;101;0;0;5209;5371;61
85189;HARMONIA;1;0;3912;3493;3335;68;0;0;3335;3493;90
85197;ARROIO DO MEIO;1;1;16612;14567;14080;225;0;0;14080;14567;262
85200;CAMPOS BORGES;1;0;3163;2570;2481;67;0;0;2481;2570;22
85219;ARROIO DOS RATOS;1;0;10306;8197;7788;241;0;0;7788;8197;168
85227;CERRO GRANDE;1;0;2572;2109;2037;36;0;0;2037;2109;36
85235;ARROIO DO TIGRE;1;0;10353;8590;8217;208;0;0;8217;8590;165
85243;IPIRANGA DO SUL;1;1;1960;1686;1636;21;0;0;1636;1686;29
85251;ARROIO GRANDE;1;0;14746;11946;11534;228;0;0;11534;11946;184
85260;LAGOÃO;1;0;4591;3803;3652;92;0;0;3652;3803;59
85278;ARVOREZINHA;1;0;8652;7248;6868;248;0;0;6868;7248;132
85286;ESTAÇÃO;1;0;4854;4159;3989;73;0;0;3989;4159;97
85294;AUGUSTO PESTANA;1;0;5769;5033;4896;66;0;0;4896;5033;71
85308;ARROIO DO SAL;1;0;7847;6205;5961;102;0;0;5961;6205;142
85316;BAGÉ;1;0;91060;69172;66497;1415;0;0;66497;69172;1260
85324;SÃO JOSÉ DO HORTÊNCIO;1;0;3525;3169;3052;58;0;0;3052;3169;59
85332;BARÃO DE COTEGIPE;1;0;5400;4668;4431;135;0;0;4431;4668;102
85340;PINHAL;1;0;2315;1994;1944;21;0;0;1944;1994;29
85359;BARRACÃO;1;0;4356;3508;3349;95;0;0;3349;3508;64
85367;TRÊS CACHOEIRAS;1;0;7869;6827;6656;78;0;0;6656;6827;93
85375;BARRA DO RIBEIRO;1;0;10327;8106;7785;163;0;0;7785;8106;158
85383;SÃO VENDELINO;1;0;2282;2010;1928;44;0;0;1928;2010;38
85391;BARROS CASSAL;1;1;8416;6792;6515;159;0;0;6515;6792;118
85405;PROTÁSIO ALVES;1;0;1879;1642;1564;50;0;0;1564;1642;28
85413;BENTO GONÇALVES;1;2;91482;75343;72724;1161;0;0;72724;75343;1458
85421;POUSO NOVO;1;0;1631;1403;1364;21;0;0;1364;1403;18
85430;BOA VISTA DO BURICÁ;1;1;5517;4826;4672;85;0;0;4672;4826;69
85448;EUGÊNIO DE CASTRO;1;0;2460;2022;1939;48;0;0;1939;2022;35
85456;BOM JESUS;1;1;8353;6583;6298;171;0;0;6298;6583;114
85464;CRISTAL;1;0;6346;5119;4937;95;0;0;4937;5119;87
85472;BOM RETIRO DO SUL;1;0;9782;8278;7942;166;0;0;7942;8278;170
85480;SÃO MIGUEL DAS MISSÕES;1;1;5822;4830;4712;76;0;0;4712;4830;42
85499;BOSSOROCA;1;0;5104;4077;3904;122;0;0;3904;4077;51
85502;GLORINHA;1;3;6526;5209;5005;103;0;0;5005;5209;101
85510;BRAGA;1;0;2844;2333;2266;35;0;0;2266;2333;32
85529;SEGREDO;1;0;5553;4639;4436;130;0;0;4436;4639;73
85537;BUTIÁ;1;0;14837;11894;11413;279;0;0;11413;11894;202
85545;ALEGRIA;1;1;3282;2762;2669;59;0;0;2669;2762;34
85553;CAÇAPAVA DO SUL;1;3;25179;20104;19258;501;0;0;19258;20104;345
85561;SALDANHA MARINHO;1;0;2664;2332;2267;35;0;0;2267;2332;30
85570;CACEQUI;1;0;8555;6713;6530;95;0;0;6530;6713;88
85588;SÃO JOSÉ DO HERVAL;1;0;2070;1587;1539;22;0;0;1539;1587;26
85596;CACHOEIRA DO SUL;1;2;66710;49372;47650;1075;0;0;47650;49372;647
85600;VISTA ALEGRE;1;0;2475;2166;2122;32;0;0;2122;2166;12
85618;CACHOEIRINHA;1;0;104351;82104;78865;1601;0;0;78865;82104;1638
85626;IVORÁ;1;0;1864;1519;1458;27;0;0;1458;1519;34
85634;CACIQUE DOBLE;1;0;3979;3385;3257;91;0;0;3257;3385;37
85642;VILA MARIA;1;1;3567;3069;2965;63;0;0;2965;3069;41
85650;CAIBATÉ;1;0;4000;3362;3274;45;0;0;3274;3362;43
85669;TAQUARUÇU DO SUL;1;0;2718;2377;2281;56;0;0;2281;2377;40
85677;CAIÇARA;1;0;4264;3628;3547;46;0;0;3547;3628;35
85685;IMBÉ;1;1;20730;15301;14819;251;0;0;14819;15301;231
85693;CAMAQUÃ;1;2;50613;39858;38365;904;0;0;38365;39858;589
85707;SEDE NOVA;1;0;2409;2104;2046;23;0;0;2046;2104;35
85715;CAMBARÁ DO SUL;1;0;4933;4066;3896;88;0;0;3896;4066;82
85723;TUPANDI;1;0;4238;3734;3609;72;0;0;3609;3734;53
85731;CAMPINA DAS MISSÕES;1;0;5132;4401;4256;56;0;0;4256;4401;89
85740;RIOZINHO;1;2;4016;3428;3277;73;0;0;3277;3428;78
85758;CAMPINAS DO SUL;1;0;4595;3955;3857;47;0;0;3857;3955;51
85766;RELVADO;1;0;2040;1644;1590;22;0;0;1590;1644;32
85774;CAMPO BOM;1;4;52779;42991;41523;719;0;0;41523;42991;749
85782;IMIGRANTE;1;0;2684;2200;2084;48;0;0;2084;2200;68
85790;CAMPO NOVO;1;0;4095;3274;3180;58;0;0;3180;3274;36
85804;CIDREIRA;1;0;11224;8194;7927;136;0;0;7927;8194;131
85812;CANDELÁRIA;1;1;22411;18787;17853;533;0;0;17853;18787;401
85820;MONTAURI;1;0;1475;1239;1189;28;0;0;1189;1239;22
85839;CÂNDIDO GODÓI;1;0;5527;4969;4817;73;0;0;4817;4969;79
85847;VISTA GAÚCHA;1;0;2647;2191;2109;24;0;0;2109;2191;58
85855;CANELA;1;0;34274;26519;25194;718;0;0;25194;26519;607
85863;VISTA ALEGRE DO PRATA;1;0;1598;1365;1320;16;0;0;1320;1365;29
85871;CANGUÇU;1;3;44235;35032;33006;1245;0;0;33006;35032;781
85880;CASEIROS;1;0;3085;2553;2454;65;0;0;2454;2553;34
85898;CANOAS;1;0;258594;206664;198333;3925;0;0;198333;206664;4406
85901;ITACURUBI;1;0;2678;2143;2083;35;0;0;2083;2143;25
85910;CARAZINHO;1;0;47119;37750;36557;643;0;0;36557;37750;550
85928;ENTRE RIOS DO SUL;1;0;2645;2103;2034;37;0;0;2034;2103;32
85936;CARLOS BARBOSA;1;1;22755;19948;19281;309;0;0;19281;19948;358
85944;CERRO GRANDE DO SUL;1;1;6925;5772;5553;134;0;0;5553;5772;85
85952;CASCA;1;0;7620;6392;6134;159;0;0;6134;6392;99
85960;CAMARGO;1;0;2494;2118;2038;37;0;0;2038;2118;43
85979;CATUÍPE;1;0;7497;6448;6233;130;0;0;6233;6448;85
85987;PARAÍSO DO SUL;1;0;5327;4592;4433;96;0;0;4433;4592;63
85995;CAXIAS DO SUL;1;4;344546;282686;269592;5439;0;0;269592;282686;7655
86010;CERRO LARGO;1;1;10032;8513;8244;83;0;0;8244;8513;186
86029;FAXINALZINHO;1;0;2332;1919;1848;37;0;0;1848;1919;34
86037;CHAPADA;1;0;7769;6759;6517;141;0;0;6517;6759;101
86045;AMARAL FERRADOR;1;0;4626;3782;3581;131;0;0;3581;3782;70
86053;CHIAPETTA;1;0;3491;2903;2836;42;0;0;2836;2903;25
86061;VILA FLORES;1;1;3286;2895;2812;38;0;0;2812;2895;45
86070;CIRÍACO;1;0;3688;3182;3047;95;0;0;3047;3182;40
86088;CERRO BRANCO;1;0;3656;2977;2835;91;0;0;2835;2977;51
86096;COLORADO;1;0;3031;2544;2456;51;0;0;2456;2544;37
86100;ANDRÉ DA ROCHA;1;0;1321;1109;1072;22;0;0;1072;1109;15
86118;CONDOR;1;0;5887;4746;4592;81;0;0;4592;4746;73
86126;POÇO DAS ANTAS;1;0;1996;1697;1638;33;0;0;1638;1697;26
86134;CONSTANTINA;1;1;8234;6743;6529;121;0;0;6529;6743;93
86142;TRÊS PALMEIRAS;1;0;3883;3285;3184;68;0;0;3184;3285;33
86150;CORONEL BICACO;1;0;6012;4840;4705;69;0;0;4705;4840;66
86169;NOVA ALVORADA;1;1;2742;2402;2293;53;0;0;2293;2402;56
86177;CRISSIUMAL;1;1;10744;8731;8382;183;0;0;8382;8731;166
86185;MORRO REDONDO;1;0;5276;4328;4047;163;0;0;4047;4328;118
86193;CRUZ ALTA;1;2;47431;36741;35658;559;0;0;35658;36741;524
86207;SANTA MARIA DO HERVAL;1;0;5169;4697;4434;106;0;0;4434;4697;157
86215;CRUZEIRO DO SUL;1;0;9471;8189;7836;173;0;0;7836;8189;180
86223;BARÃO;1;0;4943;4406;4225;77;0;0;4225;4406;104
86231;DAVID CANABARRO;1;0;3982;3424;3266;111;0;0;3266;3424;47
86240;ELDORADO DO SUL;1;0;25992;21386;20607;372;0;0;20607;21386;407
86258;DOIS IRMÃOS;1;1;24708;20835;20088;345;0;0;20088;20835;402
86274;DOM FELICIANO;1;0;10420;8560;8115;274;0;0;8115;8560;171
86282;ALTO FELIZ;1;1;2751;2331;2203;51;0;0;2203;2331;77
86290;DOM PEDRITO;1;0;29740;22100;21418;350;0;0;21418;22100;332
86304;AMETISTA DO SUL;1;0;5759;4987;4855;67;0;0;4855;4987;65
86312;DONA FRANCISCA;1;0;3018;2522;2440;51;0;0;2440;2522;31
86320;ARAMBARÉ;1;0;3506;2702;2620;43;0;0;2620;2702;39
86339;ENCANTADO;1;0;17648;14175;13662;245;0;0;13662;14175;268
86347;BARÃO DO TRIUNFO;1;0;4469;3802;3629;110;0;0;3629;3802;63
86355;ENCRUZILHADA DO SUL;1;0;18805;15152;14372;482;0;0;14372;15152;298
86363;BARRA DO GUARITA;1;0;2546;2081;2043;19;0;0;2043;2081;19
86371;ERECHIM;1;1;80186;65895;63645;1143;0;0;63645;65895;1107
86380;BARRA DO RIO AZUL;1;0;1735;1515;1437;34;0;0;1437;1515;44
86398;HERVAL;1;3;5217;4006;3854;81;0;0;3854;4006;71
86401;BARRA FUNDA;1;0;2671;2301;2250;26;0;0;2250;2301;25
86410;ERVAL GRANDE;1;0;4222;3559;3420;81;0;0;3420;3559;58
86428;BOA VISTA DAS MISSÕES;1;1;1942;1584;1555;19;0;0;1555;1584;10
86436;ERVAL SECO;1;0;5522;4631;4515;61;0;0;4515;4631;55
86444;BOM PROGRESSO;1;0;2333;1902;1854;25;0;0;1854;1902;23
86452;ESMERALDA;1;0;2708;2127;2069;39;0;0;2069;2127;19
86460;CAMPESTRE DA SERRA;1;0;2705;2242;2152;43;0;0;2152;2242;47
86479;ESPUMOSO;1;0;12594;10543;10306;143;0;0;10306;10543;94
86487;CANDIOTA;1;0;7890;6432;6231;115;0;0;6231;6432;86
86495;ESTÂNCIA VELHA;1;0;37013;30294;29034;563;0;0;29034;30294;697
86509;CAPITÃO;1;0;2757;2361;2266;52;0;0;2266;2361;43
86517;ESTEIO;1;0;68275;53519;51591;922;0;0;51591;53519;1006
86525;CARLOS GOMES;1;0;1377;1192;1150;28;0;0;1150;1192;14
86533;ESTRELA;1;1;25860;21071;20421;314;0;0;20421;21071;336
86541;CENTENÁRIO;1;0;2600;2314;2262;30;0;0;2262;2314;22
86550;FARROUPILHA;1;2;57217;47400;45472;912;0;0;45472;47400;1016
86568;CHARRUA;1;0;2451;2044;1972;35;0;0;1972;2044;37
86576;FAXINAL DO SOTURNO;1;0;5756;4760;4609;90;0;0;4609;4760;61
86584;COLINAS;1;0;2274;1966;1889;26;0;0;1889;1966;51
86592;FELIZ;1;2;10789;9223;8879;143;0;0;8879;9223;201
86606;COQUEIROS DO SUL;1;0;2333;1996;1935;36;0;0;1935;1996;25
86614;FLORES DA CUNHA;1;0;24575;20931;20171;294;0;0;20171;20931;466
86622;CORONEL BARROS;1;0;2551;2220;2165;30;0;0;2165;2220;25
86630;FONTOURA XAVIER;1;4;8354;6625;6382;155;0;0;6382;6625;88
86649;COXILHA;1;0;2663;2288;2234;27;0;0;2234;2288;27
86657;FORMIGUEIRO;1;0;5668;4601;4375;107;0;0;4375;4601;119
86665;DERRUBADAS;1;0;2746;2242;2203;13;0;0;2203;2242;26
86673;FREDERICO WESTPHALEN;1;2;25529;20603;19972;359;0;0;19972;20603;272
86681;DOIS IRMÃOS DAS MISSÕES;1;0;1928;1633;1601;20;0;0;1601;1633;12
86690;GARIBALDI;1;1;25764;22254;21466;373;0;0;21466;22254;415
86703;ENGENHO VELHO;1;1;1211;988;935;36;0;0;935;988;17
86711;GAURAMA;1;0;5164;4435;4255;113;0;0;4255;4435;67
86720;GARRUCHOS;1;0;2571;2037;1981;29;0;0;1981;2037;27
86738;GENERAL CÂMARA;1;0;6193;5044;4904;63;0;0;4904;5044;77
86746;GENTIL;1;0;1622;1365;1323;23;0;0;1323;1365;19
86754;SÃO VICENTE DO SUL;1;0;7205;5535;5310;128;0;0;5310;5535;97
86762;GRAMADO DOS LOUREIROS;1;0;2213;1847;1798;24;0;0;1798;1847;25
86770;GETÚLIO VARGAS;1;2;13193;10514;10078;218;0;0;10078;10514;218
86789;GRAMADO XAVIER;1;0;3015;2491;2407;56;0;0;2407;2491;28
86797;GIRUÁ;1;1;12775;10599;10316;149;0;0;10316;10599;134
86800;HULHA NEGRA;1;0;4767;3904;3816;47;0;0;3816;3904;41
86819;GRAMADO;1;1;33380;26321;25341;447;0;0;25341;26321;533
86827;INHACORÁ;1;0;1978;1608;1571;18;0;0;1571;1608;19
86835;GRAVATAÍ;1;9;191604;152025;145033;3521;0;0;145033;152025;3471
86843;ITAPUCA;1;0;1783;1494;1425;28;0;0;1425;1494;41
86851;GUAÍBA;1;0;75551;59688;57280;1316;0;0;57280;59688;1092
86860;LAJEADO DO BUGRE;1;0;1999;1612;1566;20;0;0;1566;1612;26
86878;GUAPORÉ;1;0;18660;15967;15396;309;0;0;15396;15967;262
86886;LAGOA DOS TRÊS CANTOS;1;0;1601;1382;1343;21;0;0;1343;1382;18
86894;GUARANI DAS MISSÕES;1;0;5904;5104;4926;96;0;0;4926;5104;82
86908;LINDOLFO COLLOR;1;0;4562;3944;3756;79;0;0;3756;3944;109
86916;HORIZONTINA;1;0;14654;12405;12131;129;0;0;12131;12405;145
86924;LINHA NOVA;1;0;1444;1207;1161;21;0;0;1161;1207;25
86932;CHARQUEADAS;1;0;25328;20379;19615;374;0;0;19615;20379;390
86940;MANOEL VIANA;1;0;5493;4382;4253;69;0;0;4253;4382;60
86959;HUMAITÁ;1;0;4096;3483;3400;37;0;0;3400;3483;46
86967;MAQUINÉ;1;0;5822;4914;4744;91;0;0;4744;4914;79
86975;IBIAÇÁ;1;0;3925;3403;3273;80;0;0;3273;3403;50
86983;MARATÁ;1;0;2323;2020;1949;28;0;0;1949;2020;43
86991;IBIRAIARAS;1;0;5383;4631;4446;108;0;0;4446;4631;77
87009;MARIANA PIMENTEL;1;0;3541;2909;2803;60;0;0;2803;2909;46
87017;IBIRUBÁ;1;0;16232;13849;13478;197;0;0;13478;13849;174
87025;MATO CASTELHANO;1;2;2742;2321;2287;18;0;0;2287;2321;16
87033;IGREJINHA;1;1;27505;22786;21978;428;0;0;21978;22786;380
87041;MATO LEITÃO;1;0;3925;3361;3218;79;0;0;3218;3361;64
87050;IJUÍ;1;0;64805;52656;51335;750;0;0;51335;52656;571
87068;MINAS DO LEÃO;1;0;6261;5114;4924;105;0;0;4924;5114;85
87076;ILÓPOLIS;1;0;3577;2985;2868;71;0;0;2868;2985;46
87084;MONTE BELO DO SUL;1;0;3009;2604;2534;34;0;0;2534;2604;36
87092;INDEPENDÊNCIA;1;1;5477;4651;4536;71;0;0;4536;4651;44
87106;MORMAÇO;1;1;2696;2259;2189;34;0;0;2189;2259;36
87114;IRAÍ;1;0;6485;4845;4643;101;0;0;4643;4845;101
87122;MORRINHOS DO SUL;1;0;3070;2656;2570;41;0;0;2570;2656;45
87130;ITAQUI;1;0;27899;19911;19370;285;0;0;19370;19911;256
87149;MORRO REUTER;1;0;5353;4663;4487;73;0;0;4487;4663;103
87157;ITATIBA DO SUL;1;0;3490;2976;2906;30;0;0;2906;2976;40
87165;MULITERNO;1;1;2099;1736;1658;54;0;0;1658;1736;24
87173;IVOTI;1;0;16282;14544;14030;204;0;0;14030;14544;310
87181;NICOLAU VERGUEIRO;1;2;2195;1789;1739;31;0;0;1739;1789;19
87190;JACUTINGA;1;0;2928;2495;2369;76;0;0;2369;2495;50
87203;NOVA BOA VISTA;1;0;1991;1763;1703;35;0;0;1703;1763;25
87211;JAGUARÃO;1;0;20850;15987;15351;348;0;0;15351;15987;288
87220;NOVA PÁDUA;1;0;2399;2045;1991;19;0;0;1991;2045;35
87238;JAGUARI;1;0;8628;7266;6900;241;0;0;6900;7266;125
87246;NOVA SANTA RITA;1;0;18852;15214;14739;269;0;0;14739;15214;206
87254;JÚLIO DE CASTILHOS;1;0;15078;12311;11991;188;0;0;11991;12311;132
87262;NOVO BARREIRO;1;0;3609;3153;3042;61;0;0;3042;3153;50
87270;LAGOA VERMELHA;1;0;20154;16613;15991;400;0;0;15991;16613;222
87289;NOVO MACHADO;1;0;3143;2678;2621;29;0;0;2621;2678;28
87297;LAJEADO;1;3;63247;51823;50004;914;0;0;50004;51823;905
87300;NOVO TIRADENTES;1;0;1847;1548;1504;25;0;0;1504;1548;19
87319;LAVRAS DO SUL;1;0;5467;4499;4306;104;0;0;4306;4499;89
87327;PARECI NOVO;1;1;3301;2864;2775;46;0;0;2775;2864;43
87335;LIBERATO SALZANO;1;0;4406;3577;3413;113;0;0;3413;3577;51
87343;PASSO DO SOBRADO;1;0;4959;4361;4207;91;0;0;4207;4361;63
87351;MACHADINHO;1;0;4671;3986;3829;77;0;0;3829;3986;80
87360;PICADA CAFÉ;1;0;4460;3810;3655;62;0;0;3655;3810;93
87378;MARAU;1;6;31922;26519;25600;535;0;0;25600;26519;384
87386;PINHAL GRANDE;1;0;3594;2934;2841;57;0;0;2841;2934;36
87394;MARCELINO RAMOS;1;1;3838;3239;3145;48;0;0;3145;3239;46
87408;PINHEIRINHO DO VALE;1;1;3666;3142;3050;46;0;0;3050;3142;46
87416;MARIANO MORO;1;0;2155;1812;1746;47;0;0;1746;1812;19
87424;PONTÃO;1;0;3320;2824;2757;39;0;0;2757;2824;28
87432;MATA;1;0;4064;3273;3096;118;0;0;3096;3273;59
87440;PONTE PRETA;1;1;1784;1579;1537;27;0;0;1537;1579;15
87459;MAXIMILIANO DE ALMEIDA;1;0;4004;3308;3158;82;0;0;3158;3308;68
87467;PORTO MAUÁ;1;0;2247;1878;1828;32;0;0;1828;1878;18
87475;MIRAGUAÍ;1;1;4193;3558;3471;51;0;0;3471;3558;36
87483;PORTO VERA CRUZ;1;1;1692;1410;1373;14;0;0;1373;1410;23
